id,index,region,city,settlement,okato,oktmo,fias,kladr,latitude,longitude,geoname,tax_office
619,141822,Московская область,город Дмитров,деревня Новое Сельцо,46415000465,46715000565,7504cfe3-90b1-4e9f-8698-42fa0a7727bd,5004500052100,56.496686,37.798529,565955,5007
620,141893,Московская область,город Дмитров,деревня Новокарцево,46415000467,46715000567,6cbbd2f2-9e19-42eb-8cd7-e8c9e9aa3221,5004500053100,56.305469,37.330579,565955,5007
621,141800,Московская область,город Дмитров,деревня Новоселки,46415000471,46715000571,4ef16cca-82d9-49d8-99a2-5e3a0c402ef6,5004500050800,56.370808,37.100143,565955,5007
622,141822,Московская область,город Дмитров,деревня Носково,46415000475,46715000575,33792041-d2f3-4765-ad63-3890bb4487b2,5004500051600,56.456533,37.689087,565955,5007
623,141800,Московская область,город Дмитров,деревня Овсянниково,46415000479,46715000579,28a550c4-d36e-4b8c-818d-88b214d60ced,5004500079000,56.3476745,37.5266195,565955,5007
624,141892,Московская область,город Дмитров,деревня Овчино,46415000481,46715000581,a1808a82-c6c9-4082-8b42-021f60d99d9d,5004500077700,56.278013,37.267355,565955,5007
625,141880,Московская область,город Дмитров,деревня Ольсово,46415000487,46715000587,2794a686-1e18-43bd-b9b2-c75372404cc8,5004500072500,56.507904,37.109827,565955,5007
626,141822,Московская область,город Дмитров,деревня Ольявидово,46415000489,46715000589,aedfc140-b8f8-44b4-9ec1-b788381548b7,5004500069000,56.50235,37.757099,10103927,5007
627,141800,Московская область,город Дмитров,деревня Орево,46415000497,46715000595,4381c0ee-65d7-4be9-ad2b-8a555496deba,5004500051200,56.457458,37.409343,565955,5007
628,141800,Московская область,город Дмитров,деревня Очево,46415000503,46715000603,5c7794e6-8507-405b-98df-00e445f87c6c,5004500073800,56.476299,37.531963,565955,5007
629,141836,Московская область,город Дмитров,деревня Пантелеево,46415000505,46715000605,39fa1fe0-fdc2-49fe-984c-0369e9311470,5004500072700,56.668422,37.140468,565955,5007
630,141835,Московская область,город Дмитров,деревня Паньково,46415000507,46715000607,b24330c7-d147-432f-955d-5193302a0764,5004500071200,56.49929,37.356845,565955,5007
631,141850,Московская область,город Дмитров,деревня Парамоново,46415000509,46715000609,8ca9c850-41e6-48f8-ab4c-0494c73c9f0f,5004500063600,56.240088,37.433894,565955,5007
632,141800,Московская область,город Дмитров,деревня Пески,46415000513,46715000613,09dccdbc-81e8-4743-8ddd-5766e39740a3,5004500070700,56.165173,37.237342,565955,5007
633,141832,Московская область,город Дмитров,деревня Петраково,46415000515,46715000615,3a9ea5e7-a169-4cb4-b4b4-c541c6db9211,5004500043600,56.453533,37.394485,565955,5007
634,141891,Московская область,город Дмитров,деревня Пешково,46415000517,46715000617,76ba10f0-775b-42eb-8c8f-1d9ce0bee2bb,5004500047700,56.311721,37.155757,565955,5007
635,141800,Московская область,город Дмитров,деревня Плетенево,46415000519,46715000619,a4d9a87c-4f49-4449-b2f7-af9fe5bdb8ce,5004500061200,56.401266,37.748672,565955,5007
636,141880,Московская область,город Дмитров,деревня Подвязново,46415000521,46715000621,1d3fb646-5267-4504-a352-922c25422cfe,5004500061800,56.417247,37.213384,565955,5007
637,141894,Московская область,город Дмитров,деревня Подгорное,46415000523,46715000623,ff452ffa-2cb8-4a49-9be2-ae90bc8d5b5c,5004500063500,56.17232,37.341412,565955,5007
638,141800,Московская область,город Дмитров,деревня Поддубки,46415000525,46715000625,92ac0ba1-c777-4853-9317-6c6e0340e152,5004500043500,56.372468,37.571974,565955,5007
639,141800,Московская область,город Дмитров,деревня Подмошье,46415000527,46715000627,ab0c6bc1-d8bf-4b45-9103-1b0a913e4010,5004500075800,56.384116,37.399875,565955,5007
640,141851,Московская область,город Дмитров,деревня Подосинки,46415000529,46715000629,2e72251b-6a06-465a-a1c4-be332259517d,5004500076700,56.203683,37.5395,565955,5007
641,141891,Московская область,город Дмитров,деревня Подсосенье,46415000533,46715000633,898a62b3-5639-49fc-bd84-d95ec5b64a8e,5004500043200,56.34518,37.228539,565955,5007
642,141800,Московская область,город Дмитров,деревня Поздняково,46415000539,46715000639,cecc190e-ba3e-43ee-b53e-6e37b5fce24e,5004500040200,56.451071,37.152497,565955,5007
643,141893,Московская область,город Дмитров,деревня Попадьино,46415000543,46715000643,8a56c0d7-e627-45ca-8b5c-9d836303953e,5004500073000,56.261113,37.349767,565955,5007
644,141892,Московская область,город Дмитров,деревня Поповка,46415000545,46715000645,7626c5bf-848a-4bc5-9c05-c750aca52da1,5004500070500,56.3476745,37.5266195,565955,5007
645,141800,Московская область,город Дмитров,деревня Поповское,46415000549,46715000649,18479a11-cb6e-43db-b6e9-04bc84c0da9f,5004500074900,56.3476745,37.5266195,565955,5007
646,141820,Московская область,город Дмитров,деревня Постниково,46415000553,46715000653,1f52b867-1b33-4c9e-8bee-7f8f16fe8a30,5004500053000,56.369287,37.643965,565955,5007
647,141897,Московская область,город Дмитров,деревня Походкино,46415000555,46715000655,279784c1-ae4d-47a8-8abb-c9e900d1295a,5004500054100,56.184631,37.335268,565955,5007
648,141829,Московская область,город Дмитров,деревня Притыкино,46415000557,46715000657,5b716938-4358-4b49-a95f-5a6bda138bd0,5004500072100,56.308001,37.655948,565955,5007
649,141800,Московская область,город Дмитров,деревня Прудцы,46415000559,46715000659,6a0e1582-0edf-4290-8faf-4533ff889894,5004500052300,56.400479,37.58888,565955,5007
650,141800,Московская область,город Дмитров,деревня Пруды,46415000561,46715000661,7b570603-f50f-4821-915b-fb2ca44f7f22,5004500065800,56.402058,37.069537,565955,5007
651,141830,Московская область,город Дмитров,деревня Пулиха,46415000563,46715000663,235c73e4-bd8e-472a-8e52-5864fbd8695e,5004500072400,56.341617,37.350755,565955,5007
652,141840,Московская область,город Дмитров,деревня Пуриха,46415000565,46715000665,31d0ab81-d395-44d6-8a9f-0314b3f87cbc,5004500072800,56.272545,37.624319,565955,5007
653,141821,Московская область,город Дмитров,деревня Пыхино,46415000569,46715000669,274dbce9-acd0-4c1d-bff6-fa8b4bf644e3,5004500044600,56.3932,37.757763,565955,5007
654,141839,Московская область,город Дмитров,деревня Раменье,46415000573,46715000673,029730ea-5f2e-4fc7-9714-23c14eacc862,5004500045800,56.63206,37.133021,565955,5007
655,141800,Московская область,город Дмитров,деревня Ревякино,46415000575,46715000675,e48795b1-b63a-49e4-9b26-496ba34f2ae9,5004500048000,56.342086,37.446722,565955,5007
656,141800,Московская область,город Дмитров,деревня Редькино,46415000579,46715000679,15187676-0a6f-4ada-8e20-9cf77e85c915,5004500049400,56.157221,37.257638,565955,5007
657,141800,Московская область,город Дмитров,деревня Рождествено,46415000583,46715000683,8d5bf698-be7d-42be-8d4f-234b175f1ed6,5004500066800,56.132991,37.277614,565955,5007
658,141800,Московская область,город Дмитров,деревня Рыбаки,46415000585,46715000685,38d7a750-3d54-47af-9751-f97e7973badb,5004500041000,56.05687,37.358795,565955,5007
659,141822,Московская область,город Дмитров,деревня Саввино,46415000589,46715000689,8a950c60-8f72-4838-beb6-f318ad790f7a,5004500054900,56.552886,37.78014,565955,5007
660,141832,Московская область,город Дмитров,деревня Савелово,46415000591,46715000691,a5ba7cbb-29f3-4f59-b392-865f597c4cf0,5004500064900,56.373051,37.431711,565955,5007
661,141800,Московская область,город Дмитров,деревня Савельево,46415000593,46715000693,b962319a-4ea5-4d57-a2d4-7629ab305917,5004500065000,56.369367,37.316646,565955,5007
662,141880,Московская область,город Дмитров,деревня Садниково,46415000595,46715000695,cf6a0c6c-ccfb-467a-9780-e579a4cb3d8d,5004500046500,56.397644,37.193478,565955,5007
663,141800,Московская область,город Дмитров,деревня Садовая,46415000597,46715000697,0ab33964-69b5-4d54-b98d-5485d679614a,5004500047600,56.409623,37.122942,565955,5007
664,141800,Московская область,город Дмитров,деревня Сазонки,46415000599,46715000699,bb1c3444-bccd-412f-ad10-83869ad56479,5004500043100,56.203858,37.618552,565955,5007
665,141891,Московская область,город Дмитров,деревня Сальково,46415000601,46715000701,e612f4fa-cceb-46ca-9220-82d523e029be,5004500044300,56.344326,37.136507,565955,5007
666,141800,Московская область,город Дмитров,деревня Саморядово,46415000603,46715000703,839223ab-97a7-4e10-bc13-79392c31965e,5004500074600,56.103402,37.452803,565955,5007
667,141800,Московская область,город Дмитров,деревня Сафоново,46415000605,46715000705,99788a55-a8fa-4b95-a719-50e204535dea,5004500040700,56.29991,37.252003,565955,5007
668,141862,Московская область,город Дмитров,деревня Сбоево,46415000607,46715000707,0a3e2315-e4e4-4144-ab46-6d4323d8a9ee,5004500044900,56.216409,37.631092,565955,5007
669,141894,Московская область,город Дмитров,деревня Свистуха,46415000611,46715000711,6aa93871-2cd9-45a7-b27e-0d7a525d1e1d,5004500048100,56.3476745,37.5266195,565955,5007
670,141800,Московская область,город Дмитров,деревня Святогорово,46415000613,46715000713,97342ebf-fe5a-4223-b2d5-5eabc853e025,5004500049600,56.403532,37.823134,565955,5007
671,141862,Московская область,город Дмитров,деревня Селевкино,46415000615,46715000715,096a7c0b-7663-47dc-a236-482ab2f9c94d,5004500050100,56.182236,37.604708,565955,5007
672,141891,Московская область,город Дмитров,деревня Селиваново,46415000617,46715000717,a17236e5-4a41-4c43-9432-169279dfb6c9,5004500056800,56.335795,37.233075,565955,5007
673,141800,Московская область,город Дмитров,деревня Селявино,46415000619,46715000719,9c3a3b71-fc93-4ca8-8edd-85fd9df7d004,5004500056900,56.279987,37.324228,565955,5007
674,141893,Московская область,город Дмитров,деревня Семенково,46415000621,46715000721,ec6c97db-de7a-4e05-a1e1-9cfa2ba8ff9e,5004500057200,56.24482,37.318927,565955,5007
675,141829,Московская область,город Дмитров,деревня Сергейково,46415000625,46715000725,eca675af-1623-41a6-9a33-2545c5ea38a4,5004500057900,56.270896,37.74092,565955,5007
676,141822,Московская область,город Дмитров,деревня Сихнево,46415000629,46715000729,73773fbf-d2ea-470e-b5b3-05a4fbfd5da2,5004500073900,56.474296,37.80974,565955,5007
677,141821,Московская область,город Дмитров,деревня Скриплево,46415000631,46715000731,86e4f7c8-1362-4703-9f90-79a2f6d8c742,5004500063400,56.399074,37.683904,565955,5007
678,141822,Московская область,город Дмитров,деревня Слободищево,46415000633,46715000733,f88e94d9-58de-4276-b4ff-0ed7b2b0808a,5004500066100,56.51672,37.798718,565955,5007
679,141880,Московская область,город Дмитров,деревня Соколовский Починок,46415000639,46715000739,5e11502f-711c-4218-9578-54477f49c852,5004500071300,56.48132,37.039282,565955,5007
680,141800,Московская область,город Дмитров,деревня Сокольники,46415000641,46715000741,f2c37600-414e-41a7-a4db-e62ebf744879,5004500061400,56.211373,37.351563,565955,5007
681,141880,Московская область,город Дмитров,деревня Софрыгино,46415000643,46715000743,fce76367-5cb1-4a74-bd47-a2ea6d52c8f0,5004500067700,56.440433,37.107455,565955,5007
682,141863,Московская область,город Дмитров,деревня Спас-Каменка,46415000645,46715000745,4b285b4a-92cd-4281-bb7d-e5f5d8138a1d,5004500061900,56.143845,37.47094,565955,5007
683,141832,Московская область,город Дмитров,деревня Спиридово,46415000647,46715000747,e865ae8b-f7f1-4a6e-8139-952a67d66f39,5004500073300,56.368804,37.471021,565955,5007
684,141800,Московская область,город Дмитров,деревня Старо,46415000651,46715000751,d89d9d59-0a3c-4797-a3a2-69c7e8032a0a,5004500041800,56.179215,37.349812,565955,5007
685,141822,Московская область,город Дмитров,деревня Старово,46415000653,46715000753,9099b1d3-5cda-4558-8340-3a055e9008fa,5004500046000,56.438507,37.842421,565955,5007
686,141840,Московская область,город Дмитров,деревня Степаново,46415000655,46715000755,85f0cdb0-431d-4740-90ab-a89c5929467f,5004500046800,56.270516,37.45124,565955,5007
687,141850,Московская область,город Дмитров,деревня Стреково,46415000657,46715000757,b71321d6-0a52-4280-897e-929f0c97d6da,5004500049500,56.249602,37.444871,565955,5007
688,141800,Московская область,город Дмитров,деревня Ступино,46415000659,46715000759,4c35e5c8-1774-4590-b35d-b8434becb4d7,5004500043000,56.63155,37.124918,565955,5007
689,141800,Московская область,город Дмитров,деревня Сурмино,46415000663,46715000763,3ac39479-c897-4652-b38e-a412d075b7bd,5004500047300,56.205606,37.667653,565955,5007
690,141832,Московская область,город Дмитров,деревня Сысоево,46415000665,46715000765,0453fba4-866c-470f-b6b1-10c459927deb,5004500042700,56.369626,37.430067,565955,5007
691,141862,Московская область,город Дмитров,деревня Сычевки,46415000667,46715000767,962df236-fb34-478c-bd42-ffc2fe9200dd,5004500046600,56.240698,37.63553,565955,5007
692,141801,Московская область,город Дмитров,деревня Татищево,46415000669,46715000769,40850a44-c641-416a-951c-960311f4e085,5004500047000,56.395233,37.506702,565955,5007
693,141890,Московская область,город Дмитров,деревня Телешово,46415000673,46715000773,9d011320-6416-4842-992b-89a373684f29,5004500042000,56.37994,37.169169,565955,5007
694,141800,Московская область,город Дмитров,деревня Тендиково,46415000675,46715000775,d04a6f67-7fc9-4436-9b5e-04705deef8cf,5004500064100,56.389916,37.538952,565955,5007
695,141880,Московская область,город Дмитров,деревня Терехово,46415000677,46715000777,9a8a1f66-14ff-4111-b204-98410c8c6b93,5004500079600,56.540992,37.080416,565955,5007
696,141800,Московская область,город Дмитров,деревня Теряево,46415000679,46715000779,2e78f060-ae78-4149-8b56-9f3497a315b3,5004500079700,56.38744,37.582089,565955,5007
697,141863,Московская область,город Дмитров,деревня Тефаново,46415000681,46715000781,fee3c3f2-26f7-473d-a11f-014f9998bcc0,5004500040600,56.159077,37.456208,565955,5007
698,141833,Московская область,город Дмитров,деревня Тимофеево,46415000685,46715000785,1db4f1e3-23de-41e5-aa40-49390f6bbbda,5004500063800,56.45318,37.340568,565955,5007
699,141822,Московская область,город Дмитров,деревня Тимошкино,46415000687,46715000787,5c0544d9-d716-4042-956e-876f41c73673,5004500061000,56.488631,37.677427,565955,5007
700,141892,Московская область,город Дмитров,деревня Титово,46415000689,46715000789,005da6ce-d280-43ca-895c-4a3e25a98fb9,5004500063300,56.246406,37.158749,565955,5007
701,141836,Московская область,город Дмитров,деревня Тишино,46415000691,46715000791,1112896f-9344-493a-a280-3c2f170efffb,5004500054700,56.651062,37.15609,565955,5007
702,141820,Московская область,город Дмитров,деревня Торговцево,46415000693,46715000793,912c86c3-cf5a-4c75-a605-cefa269b0c49,5004500054800,56.3933,37.639419,565955,5007
703,141880,Московская область,город Дмитров,деревня Трехденево,46415000695,46715000795,64a112ad-4995-410d-b29d-e8811ee4d9cb,5004500060600,56.431838,37.124613,565955,5007
704,141800,Московская область,город Дмитров,деревня Трощейково,46415000699,46715000799,09dc49a2-8ae1-4cf6-b23c-f16bafdcd4f5,5004500052800,56.277083,37.724005,565955,5007
705,141800,Московская область,город Дмитров,деревня Труневки,46415000701,46715000801,e6624456-427b-47e7-9911-210c3bb613fc,5004500053300,56.274484,37.756326,565955,5007
706,141891,Московская область,город Дмитров,деревня Тютьково,46415000705,46715000805,950538b7-32b7-4d7e-8674-ebea997248b6,5004500054400,56.348602,37.218954,565955,5007
707,141800,Московская область,город Дмитров,деревня Удино,46415000707,46715000807,e8b6fa42-9747-4bc5-8e48-824402fbd2fe,5004500051500,56.148518,37.317122,565955,5007
708,141800,Московская область,город Дмитров,деревня Ульянки,46415000709,46715000809,b557da04-f0d0-4210-b39e-72894544d4a8,5004500052400,56.258213,37.589778,565955,5007
709,141880,Московская область,город Дмитров,деревня Усть-Пристань,46415000711,46715000811,788c4195-e2e0-4b9b-a501-5060a3ff522d,5004500059000,56.504695,37.116016,565955,5007
710,141800,Московская область,город Дмитров,деревня Федоровка,46415000719,46715000819,f50ec7b1-358b-4e4a-8ff2-f00a33684902,5004500064300,56.3476745,37.5266195,565955,5007
711,141800,Московская область,город Дмитров,деревня Федоровское,46415000721,46715000821,4ea67306-2056-4daf-860e-56103fd73fd2,5004500075000,56.317243,37.666513,565955,5007
712,141894,Московская область,город Дмитров,деревня Федотово,46415000723,46715000823,ee931770-e71b-46bc-af3a-af3a50e583e4,5004500051100,56.164,37.256773,565955,5007
713,141892,Московская область,город Дмитров,деревня Филимоново,46415000727,46715000827,e8a6ef83-d422-4cb5-b7ec-43bfdbfb850e,5004500050600,56.3476745,37.5266195,565955,5007
714,141800,Московская область,город Дмитров,деревня Фофаново,46415000731,46715000831,37194ba6-f37e-44e5-aedf-a53ef9c7de86,5004500044100,56.3476745,37.5266195,565955,5007
715,141892,Московская область,город Дмитров,деревня Харламово,46415000733,46715000833,2edb740d-5de8-4084-b837-f40b9ee39025,5004500069100,56.299836,37.282833,565955,5007
716,141880,Московская область,город Дмитров,деревня Хвостово,46415000735,46715000835,a5c70286-e5ab-4fba-b14d-ae82e1078d7e,5004500042900,56.389309,37.279411,565955,5007
717,141862,Московская область,город Дмитров,деревня Хлыбы,46415000737,46715000837,00287818-b144-490e-99df-af11b96724bf,5004500062000,56.23472,37.753002,565955,5007
718,141870,Московская область,город Дмитров,деревня Хорошилово,46415000739,46715000839,23c80678-aa21-4ed5-b8ca-90aaaa79661f,5004500060800,56.182827,37.429106,565955,5007
719,141862,Московская область,город Дмитров,деревня Хорьяково,46415000741,46715000841,cece5777-aabb-4ece-9c8c-b1f2a8011da6,5004500044700,56.220298,37.672945,565955,5007
720,141800,Московская область,город Дмитров,деревня Целеево,46415000745,46715000845,d0a9bd67-185b-4d23-8261-980ed52b133d,5004500042200,56.240938,37.499103,565955,5007
721,141890,Московская область,город Дмитров,деревня Чайниково,46415000747,46715000847,95dbed19-eb01-4891-928d-c06ab9570bc5,5004500042100,56.381799,37.124119,565955,5007
722,141892,Московская область,город Дмитров,деревня Чеприно,46415000749,46715000849,1b73a7eb-7c29-4fdc-9ace-68b9ac2fe120,5004500077100,56.247856,37.199011,565955,5007
723,141800,Московская область,город Дмитров,деревня Черны,46415000753,46715000853,6c0e70d5-74f4-4b58-8c99-b70d85f6d158,5004500069500,56.40262,37.181566,565955,5007
724,141822,Московская область,город Дмитров,деревня Шабаново,46415000755,46715000855,61596f84-bb31-46a1-abee-49c6e5c82a2f,5004500069400,56.480878,37.792843,565955,5007
725,141862,Московская область,город Дмитров,деревня Шадрино,46415000757,46715000857,09486d6c-5178-4db8-9ffe-05e13ab65e5c,5004500068300,56.258633,37.698034,565955,5007
726,141825,Московская область,город Дмитров,деревня Шелепино,46415000759,46715000859,01926e1d-ccb1-4045-989a-bec5ac5c2f0f,5004500045500,56.412741,37.539787,565955,5007
727,141894,Московская область,город Дмитров,деревня Шихово,46415000761,46715000861,936f7f64-1475-49d9-a6fc-42c4ea1c499d,5004500045600,56.17716,37.284387,565955,5007
728,141850,Московская область,город Дмитров,деревня Шуколово,46415000763,46715000863,76d8ccc0-16e3-473a-bd76-e38bbeba450c,5004500070300,56.229011,37.500746,565955,5007
729,141891,Московская область,город Дмитров,деревня Шулепниково,46415000765,46715000865,5ac65ac4-a1df-47aa-ae64-08913002c632,5004500069800,56.330276,37.086731,565955,5007
730,141880,Московская область,город Дмитров,деревня Шульгино,46415000767,46715000867,2de8a502-678a-42a0-8b3d-e6b0e40eb060,5004500047400,56.392009,37.265747,565955,5007
731,141800,Московская область,город Дмитров,деревня Шустино,46415000769,46715000869,c5fc60e3-55bc-4a35-bbfb-d812e4d3c026,5004500041100,56.267092,37.581002,565955,5007
732,141800,Московская область,город Дмитров,деревня Щепино,46415000771,46715000871,4dead50a-acc3-44b4-b97c-028df7b59baf,5004500040400,56.180858,37.64092,565955,5007
733,141829,Московская область,город Дмитров,деревня Щетнево,46415000773,46715000873,76c83ede-0586-4363-807f-95aa78587f4f,5004500077500,56.311556,37.762902,565955,5007
734,141891,Московская область,город Дмитров,деревня Эскино,46415000775,46715000875,3710e145-5e09-4d07-b935-aef24bc4d2fa,5004500072200,56.323822,37.2227,565955,5007
735,141880,Московская область,город Дмитров,деревня Юркино,46415000777,46715000877,ff39b539-f5f5-4016-9467-3175c455035a,5004500072000,56.374816,37.216636,565955,5007
736,141830,Московская область,город Дмитров,деревня Юрьево,46415000779,46715000879,5fcb7215-5098-4231-8e61-a58472f3c4b9,5004500071500,56.355649,37.334684,565955,5007
737,141893,Московская область,город Дмитров,деревня Языково,46415000781,46715000881,fd8f1381-36ad-40cb-abfe-c684990cc5f2,5004500048300,56.240153,37.360232,565955,5007
738,141840,Московская область,город Дмитров,деревня Яковлево,46415000783,46715000883,91c963e6-d8b6-4d1d-8a54-31bfe3e6fc47,5004500048800,56.301813,37.432906,565955,5007
739,141802,Московская область,город Дмитров,деревня Ярово,46415000787,46715000887,89358c7c-24c3-45f8-b046-9dbca2b222bb,5004500050300,56.337766,37.599112,565955,5007
740,141892,Московская область,город Дмитров,деревня Ярцево,46415000789,46715000889,cf062287-f8cf-436f-85a7-7f0ebbe09c9f,5004500058400,56.214562,37.261651,565955,5007
741,141851,Московская область,город Дмитров,поселок 3-й Участок,46415000791,46715000891,19ac3366-4312-4579-941a-521ab4d15cb5,5004500057500,56.166336,37.521012,565955,5007
742,141800,Московская область,город Дмитров,поселок 4-й Участок,46415000793,46715000893,2d45225a-f9fc-4b77-97fc-b60ab649bacd,5004500054200,56.157739,37.52218,565955,5007
743,141830,Московская область,город Дмитров,поселок Автополигон,46415000007,46715000107,af88dfb6-918b-4515-8fae-b4d3419d8e4d,5004500052900,56.348337,37.32341,9389126,5007
744,141800,Московская область,город Дмитров,поселок Андрейково,46415000025,46715000125,837e6c19-5753-42f7-8d36-3e97be880155,5004500076500,56.3476745,37.5266195,565955,5007
745,141830,Московская область,город Дмитров,поселок Арбузово,46415000031,46715000131,da06d6b0-5752-4351-969c-701c68cb54f6,5004500076400,56.264987,37.215325,565955,5007
746,141800,Московская область,город Дмитров,поселок Бородино,46415000085,46715000185,51ca5534-0060-42c0-8a39-de9c7a96f309,5004500075900,56.3476745,37.5266195,565955,5007
747,141825,Московская область,город Дмитров,поселок Быково,46415000097,46715000197,a485897c-1cb8-4c40-81cc-c28d3c244620,5004500076200,56.3476745,37.5266195,565955,5007
748,141800,Московская область,город Дмитров,поселок Василево,46415000107,46715000207,a6fe4583-69ed-42de-a9b2-37afb1c002c6,5004500076300,,,565955,5007
749,141800,Московская область,город Дмитров,поселок Горки,46415000161,46715000261,b038e74a-ab89-4544-ad98-70d7ccb39da3,5004500075700,56.209731,37.588907,565955,5007
750,141832,Московская область,город Дмитров,поселок Горшково,46415000167,46715000267,007263f0-c3a2-46c2-8661-ef057ce609c7,5004500075200,56.375115,37.414724,565955,5007
751,141897,Московская область,город Дмитров,"поселок дома отдыха ""Горки""",46415000185,46715000285,c8fb7e5f-45be-46df-942a-229b47ffcfa0,5004500065100,56.193842,37.339142,565955,5007
752,141800,Московская область,город Дмитров,поселок Исаково,46415000251,46715000351,a69b13cb-3d0c-4716-9590-a22a58682287,5004500058100,56.171858,37.683563,565955,5007
753,141800,Московская область,город Дмитров,поселок Костино,46415000299,46715000399,ec457322-616e-4241-b639-e5e4955d162c,5004500048200,56.306494,37.126814,565955,5007
754,141800,Московская область,город Дмитров,поселок Кузнецово,46415000311,46715000411,809f2270-84af-4e83-9d6d-1a6eebaa65b9,5004500051900,56.358701,37.613216,565955,5007
755,141800,Московская область,город Дмитров,поселок Кузяево,46415000315,46715000415,cb26eada-a8bc-48f1-81f5-9f36a48c26c9,5004500052700,56.242254,37.557062,565955,5007
756,141800,Московская область,город Дмитров,поселок Куминово,46415000323,46715000423,34f8cdca-1493-4cc3-8534-702ce2ed91a9,5004500058000,56.418542,37.469171,565955,5007
757,141829,Московская область,город Дмитров,поселок Лавровки,46415000335,46715000435,bde7b4fc-62ec-42c9-9712-ec919a38ec60,5004500078300,56.280197,37.732126,565955,5007
758,141800,Московская область,город Дмитров,поселок Лесной,46415000339,46715000439,43f3b37a-1750-4f18-b871-bea74209349a,5004500065900,56.655501,37.247179,565955,5007
759,141834,Московская область,город Дмитров,поселок Луговой,46415000349,46715000449,473c5b09-1da4-4ad3-9f42-70221a315528,5004500067900,56.160371,37.482699,565955,5007
760,141832,Московская область,город Дмитров,поселок Мельчевка,46415000387,46715000487,5accc04d-d65b-4053-b3c9-f49bdc1d2a17,5004500063900,56.467205,37.415559,565955,5007
761,141800,Московская область,город Дмитров,поселок Муханки,46415000413,46715000513,2374e25f-0bf8-47b5-9288-dc7789a58c9f,5004500042600,56.252052,37.471578,565955,5007
762,141800,Московская область,город Дмитров,поселок Никольское,46415000451,46715000551,dcbc2d20-7afb-4975-ba98-9103c110e696,5004500058600,56.139216,37.373518,565955,5007
763,141862,Московская область,город Дмитров,поселок Новое Гришино,46415000461,46715000561,909a76ee-f7e4-4510-95ce-6303a0efcf40,5004500053700,56.196477,37.644396,565955,5007
764,141865,Московская область,город Дмитров,поселок Новонекрасовский,46415000469,46715000569,88473942-b50b-47b3-99a9-02ac84be7754,5004500051700,56.073187,37.497566,565955,5007
765,141830,Московская область,город Дмитров,поселок Новосиньково,46415000473,46715000573,1a7066cf-05c4-47fb-9bfb-b775142b2376,5004500051000,56.377602,37.324147,492768,5007
766,141895,Московская область,город Дмитров,поселок Овсянниково,46415000477,46715000577,e1147d86-1276-4880-a16c-ee516b5c6e02,5004500077800,56.101097,37.374758,565955,5007
767,141863,Московская область,город Дмитров,"поселок опытного хозяйства ""Ермолино""",46415000491,46715000591,1db1dc47-53c8-4c32-8ca6-b7f03c11a727,5004500066700,56.3476745,37.5266195,565955,5007
768,141800,Московская область,город Дмитров,поселок опытного хозяйства центральной торфо-болотной опытной станции,46415000493,46715000593,00d3dbaa-09d8-494c-94d8-e7f98cbd5cbc,5004500066500,56.3900675,37.4601065,565955,5007
769,141800,Московская область,город Дмитров,поселок Орево,46415000495,46715000597,3eb2ae8c-f290-49db-8619-720547c7de07,5004500064800,56.431434,37.465617,565955,5007
770,141825,Московская область,город Дмитров,поселок Орудьевского т/б предприятия,46415000501,46715000601,c0b04308-05a2-4c8e-8778-c3b65a7f6b07,5004500074200,56.445752,37.521498,565955,5007
771,141851,Московская область,город Дмитров,поселок Подосинки,46415000531,46715000631,658d9e7f-cd17-45c2-9616-98f7b8772c0b,5004500041700,56.20541,37.546785,565955,5007
772,141800,Московская область,город Дмитров,поселок Поповка,46415000547,46715000647,525d0f48-a9e5-4cc2-bf97-179d244d3f82,5004500074300,56.3476745,37.5266195,565955,5007
773,141830,Московская область,город Дмитров,поселок Поповское,46415000551,46715000651,60d2ecbf-ff5f-43ee-bd24-215c4e16cf14,5004500078900,56.3476745,37.5266195,565955,5007
774,141836,Московская область,город Дмитров,поселок Раменский,46415000571,46715000671,24c485cf-f5c5-45fe-86ed-549e3756c828,5004500061600,56.656208,37.235618,565955,5007
775,141800,Московская область,город Дмитров,поселок Редькино,46415000577,46715000677,bed6f9e2-a2c9-4427-b3f1-911ef999711d,5004500052500,56.3476745,37.5266195,565955,5007
776,141821,Московская область,город Дмитров,поселок Рыбное,46415000587,46715000687,10390495-6d52-420b-a658-8f2746fda9cc,5004500073200,56.415229,37.619763,8669631,5007
777,141851,Московская область,город Дмитров,поселок Свистуха,46415000609,46715000709,ef3caede-6121-44d5-a086-26e7249368b6,5004500049200,,,565955,5007
778,141820,Московская область,город Дмитров,"поселок совхоза ""Буденновец""",46415000635,46715000735,8454d31f-4616-461a-90f2-dda0eed58d1e,5004500040800,56.380099,37.62917,565955,5007
779,141895,Московская область,город Дмитров,"поселок совхоза ""Останкино""",46415000637,46715000737,37917a8f-1bb6-4b8a-895b-e094d1aa7527,5004500076800,56.055912,37.404802,565955,5007
780,141829,Московская область,город Дмитров,поселок станции Костино,46415000649,46715000749,c7b63528-586c-412e-8a6c-4f6783e634f7,5004500041500,56.291998,37.782234,565955,5007
781,141830,Московская область,город Дмитров,поселок СУ-847,46415000661,46715000761,4380ea9a-5be5-4661-be95-e0ba4ba7373f,5004500068600,56.368938,37.333893,565955,5007
